x,y
47.46018425,-20.5791423
47.42113326,-21.1992694
46.69377879,-21.25855353
47.33865103,-21.46089731
46.79141324,-21.19034119
46.87692552,-21.00561274
46.84139628,-21.45456052
46.47253784,-21.21727842
47.47567042,-21.2239278
47.80568479,-21.13847043
46.94218985,-20.66958151
46.78397816,-20.74688314
46.94983468,-21.76671336
47.25342888,-20.73952467
46.14671971,-20.86864377
46.77020333,-20.90652679
46.99447049,-20.63559264
47.01108412,-20.86606503
46.17368843,-21.3719486
46.63873142,-20.95885392
45.66822851,-21.35440024
46.67298891,-21.37343496
46.6000705,-21.29400517
46.92385446,-21.76530603
46.93914421,-21.82557245
46.91058463,-20.19963706
47.66598236,-20.24802525
46.98742527,-21.34696181
47.01437625,-20.94269022
46.66709091,-19.64839395
47.3417975,-20.29891189
47.26930778,-21.17148498
47.34334188,-19.9901788
47.73329064,-20.94529051
47.3608688,-21.15766349
47.50684719,-20.29350916
47.61031434,-20.86982451
47.4431245,-20.83343047
47.40061122,-21.30780695
46.66984285,-20.29872906
47.2122234,-19.84214179
47.40070794,-20.48445285
47.69659425,-20.45797434
47.29650919,-21.03684398
47.20360881,-21.00499495
46.99332572,-21.04281429
47.57293294,-20.14596909
47.05721618,-19.96343275
46.95800092,-20.94167965
47.22756006,-21.12921319
46.96018892,-20.16261588
47.9983609,-20.74975324
47.67650005,-20.46397937
47.28672943,-19.93413869
47.39274558,-20.35969543
47.80714318,-20.1304616
47.82618296,-20.4050791
47.95685706,-20.83442741
47.86474612,-19.04388279
46.75700117,-20.73928885
47.45705988,-20.0650124
46.84072512,-20.15894148
47.60774864,-20.58658626
47.6383989,-20.27768362
46.49075313,-20.18241155
47.24116624,-20.05426513
46.84509172,-20.12674763
46.98459166,-20.88981905
47.16726396,-19.86147037
47.16571626,-19.0843196
47.6280498,-20.84113389
47.11338047,-19.98117013
46.5067764,-20.48243063
46.77164898,-20.7887885
46.5063264,-20.21634018
46.5526188,-20.61749204
47.23569348,-20.34273823
47.19634325,-20.73401704
46.34760285,-20.65450746
47.33625029,-19.39712521
47.26888954,-20.21565023
46.57641094,-20.76371904
47.12263524,-20.96041474
46.37719002,-20.73862717
47.13696969,-19.80255603
46.21430204,-20.38988682
46.92398606,-19.95946518
46.20331526,-20.99772425
47.6067252,-19.44005998
46.43772694,-20.49698377
47.07091879,-20.38383397
46.75199413,-19.97138003
46.86980395,-20.88006847
46.57297638,-20.1694236
46.63433283,-19.88289601
47.21881162,-20.91543744
47.59661693,-20.67483555
47.4008951,-20.00548156
47.4936854,-20.73058142
47.20784992,-19.13691277
46.94308734,-20.41510368
47.68277298,-20.79942862
47.48515984,-20.85089566
46.78020448,-20.48719469
46.93693599,-20.51885291
47.99390393,-20.16579708
47.29619056,-19.92965357
46.74572272,-20.15892307
46.85430961,-20.27064581
47.71631383,-20.22032129
48.07324764,-19.24335116
47.66477904,-20.15186043
47.12307632,-20.21905942
47.00460215,-20.13097566
47.24709053,-20.63529336
47.56965348,-20.80304806
47.37695771,-19.74142971
46.99732328,-20.75814737
47.63360204,-20.48436407
47.8725176,-20.60857222
46.84520772,-19.85612946
47.2086513,-19.54603598
47.31388982,-20.37038683
47.37344132,-19.78962799
47.15276958,-20.44770026
47.56775146,-19.6828163
47.57848544,-19.88163745
47.02727983,-19.73502911
47.73737536,-20.58131229
47.59981993,-20.64061228
47.66705764,-19.66732201
47.87670267,-20.4988689
47.16096603,-19.13195362
47.1260893,-20.59439609
47.65993635,-20.40691989
47.0923386,-19.80212234
47.0907726,-19.44092356
46.903456,-20.42029065
47.65802229,-20.77395774
46.60664903,-20.40185111
46.89922393,-21.28849348
47.28461883,-21.23052996
47.60741595,-19.49650423
47.00289692,-20.3416625
46.82957391,-20.40505187
47.09309759,-21.25942671
46.81103822,-20.89288498
47.48689413,-21.30118325
47.56939829,-20.49755397
47.39185736,-21.10803622
46.41623307,-21.25684969
47.09500934,-20.44450425
47.94818642,-22.17786109
47.12058066,-19.50711731
47.73373802,-22.16395922
47.20763709,-22.22955717
47.83339486,-22.0700138
47.04182639,-22.98007916
47.34455975,-22.69419583
47.64743414,-23.10789736
47.31977564,-23.25800766
47.34524903,-22.93739838
47.22026476,-23.32089804
46.91458766,-22.88510403
47.64519278,-18.50535437
47.23283445,-22.47972552
47.99139325,-22.21455154
47.53295864,-23.51602222
46.52673482,-24.08793502
46.64599693,-23.90238984
46.61736649,-24.19115599
46.73877749,-22.81371715
47.2993653,-22.97024643
47.25398765,-22.72488612
46.78536294,-23.152368
47.41665162,-19.56092878
46.45055395,-23.02308848
47.35219713,-23.88202201
47.31384416,-23.84839714
47.15542041,-23.44798296
47.484302,-23.92274355
47.12861806,-23.95457307
47.24233135,-23.39860404
47.38677296,-24.10773629
47.16781403,-19.0090037
49.06301871,-17.46333978
48.69760654,-17.48920429
48.95433043,-17.98699449
48.80877436,-18.03216122
48.63300903,-18.35635956
48.75703851,-19.2018451
48.660681,-19.31026997
48.35163362,-19.07689771
46.87248078,-19.17534973
48.14044935,-19.95114219
48.23227524,-20.0237312
48.71839016,-19.92265784
48.76294856,-19.26274181
48.49596045,-19.15380018
47.73549561,-19.59938408
48.81033696,-19.89966536
47.99623457,-19.82135575
48.33116841,-19.16254817
48.79712556,-19.36367214
47.30855528,-18.67619038
48.8352858,-19.70367453
48.01289043,-19.46149242
47.89581377,-20.095375
48.32832984,-19.75314452
48.40180101,-19.98641504
48.26105118,-19.71496047
48.05987744,-20.80762809
48.28388526,-20.41853454
48.32250092,-19.93652264
48.59070296,-20.38565596
47.06303427,-19.32600482
48.61011723,-19.64062108
48.17925242,-19.45979811
48.39882822,-19.51751649
48.40932236,-19.4056542
48.58219146,-20.45674607
48.34545703,-20.14797683
48.81753814,-19.57529222
47.57533463,-20.32079908
48.55872069,-20.17705304
47.97451533,-20.48553108
47.5378958,-18.4062152
48.07097256,-20.34568947
48.08676218,-19.99675928
48.68874547,-19.8011823
48.06219889,-20.01567873
48.52121434,-20.24940167
48.34415688,-20.42012456
48.25659392,-19.45752096
48.39881297,-20.36567036
48.64613357,-19.77425139
48.0907949,-19.88653271
47.78629365,-19.26228815
48.3899754,-19.53385301
48.72103854,-19.77547567
48.41420977,-19.78313964
48.33204704,-20.10929184
47.29662714,-20.13722782
47.546858,-20.48040508
48.07011372,-20.32956147
47.39748276,-19.9724394
47.41314941,-20.00410521
47.27184082,-17.35294734
48.25925562,-19.91964497
47.81765517,-21.31400541
48.17635006,-21.65772567
47.97347033,-21.5486761
48.20467724,-20.78927815
47.62763235,-21.34109528
47.85623888,-20.41771722
48.00670056,-19.31436422
46.72396676,-19.99779037
47.78827532,-21.43680816
48.18054134,-15.58005603
47.94753337,-20.95861899
47.7791625,-21.1215748
47.92468887,-22.15596691
48.07681223,-20.67697938
47.9008168,-21.2667536
48.40537021,-20.69044008
47.94856066,-20.80402351
47.4785178,-18.68285409
47.73949075,-21.05082574
47.84532818,-20.69392387
46.93975035,-23.02029953
47.06075015,-23.71220076
47.5695786,-22.61411952
47.00369147,-23.38311948
47.09100641,-24.33269158
47.00755915,-23.56664532
47.01587086,-23.60882077
47.35712029,-23.46454913
48.0371377,-19.37064448
47.2302893,-24.13642073
47.23451574,-23.73960933
47.20189804,-23.8806799
47.24302296,-23.67428693
46.91119397,-23.47045113
47.22178555,-23.61750554
47.04100055,-23.35008677
47.52105805,-22.85941963
47.02225428,-23.5155851
47.44223491,-23.0021595
47.18034178,-23.03244211
47.13934526,-23.67818477
47.51428904,-23.86971634
46.62053902,-23.43259029
47.28088122,-23.89715101
46.95912078,-23.47425404
47.33267814,-22.85650461
47.35872307,-23.80980211
47.33108619,-22.89294775
47.08272243,-19.26798429
47.39343529,-24.00030949
47.10104584,-23.90422187
47.32545704,-23.10961084
46.82974409,-23.83848161
46.64554177,-25.07646152
47.08336508,-23.62770522
47.59721663,-22.76889574
47.33664796,-23.75120544
47.50078868,-18.48705173
47.7074348,-23.00332316
46.88425413,-23.41338455
47.87392015,-22.36474334
47.49174957,-23.19660339
47.34850396,-23.04569596
46.78479157,-23.10613004
47.79170462,-22.27317061
46.91677111,-22.57347618
46.91736524,-22.65638119
46.96839636,-22.790544
47.59639261,-18.54119579
46.83976852,-22.45779328
46.98246293,-22.90625039
47.03261338,-23.03418677
47.23538905,-23.08027439
47.80776153,-22.17671416
47.09118774,-22.89227202
47.45006312,-22.95158419
47.4800316,-23.61629028
46.75837132,-22.67850792
47.1718276,-22.88384358
46.80229434,-18.85924741
47.85638292,-22.03308226
46.79840798,-22.48800693
45.32901452,-22.08792489
46.75761585,-22.24413896
45.75807852,-22.16540332
46.05101568,-22.64218345
45.13878818,-22.13600901
46.63313455,-22.71745181
45.99120413,-21.90451947
47.54618343,-18.40405611
45.1522969,-22.51852485
45.19088688,-21.67273962
46.67989777,-22.28327746
45.8923269,-21.71430657
45.59719925,-23.20256879
45.06720314,-23.00683893
45.73343481,-22.4933329
46.66844958,-22.71532912
45.1266301,-22.33004211
45.64676043,-23.24856178
47.2098495,-19.27378608
46.6165548,-21.81757831
46.97200003,-23.056639
45.69944093,-22.63460797
46.5433102,-22.16494643
46.50116641,-21.93716577
45.55146007,-23.01241944
46.59133205,-23.05801136
46.91387918,-19.16163613
47.12657966,-19.10680744
47.1987951,-23.37417247
46.04343196,-22.38162964
47.22410903,-23.62131723
47.08919837,-22.83478858
46.10708856,-22.96723494
47.26250821,-22.85838594
47.28903726,-22.71312168
46.34573401,-22.99478725
46.38628191,-23.41701937
46.72664952,-21.64962311
48.83925576,-17.20549258
47.12373347,-22.21167576
47.00048965,-22.05821629
46.64821542,-22.28941554
46.321115,-22.56270682
46.59583522,-23.18961888
47.08005281,-23.1756465
47.9112781,-21.52718563
47.57211594,-21.80735761
47.48390629,-22.57991314
47.30079233,-18.52106272
47.41099339,-22.28828019
47.49973349,-21.85375359
48.02992571,-21.61145717
48.10843891,-21.81084218
47.6199422,-22.5914101
47.66675467,-22.20151008
47.31039872,-21.73470141
48.16605606,-21.6021238
47.61932509,-22.27200715
47.3260737,-22.40800347
47.44927136,-18.59966613
48.23706745,-21.39238927
47.54121886,-22.10578915
47.29214685,-21.58509695
47.52864743,-21.27339516
48.03293633,-21.87800949
47.46882235,-21.59213972
47.85504375,-21.72487004
47.43411451,-22.12775385
47.4907598,-21.33742393
47.42701828,-21.84305161
47.15516401,-18.50836583
48.00035674,-21.5181349
47.84631416,-22.616852
48.01050729,-21.54571732
47.53103523,-21.3289853
47.86820853,-21.20969471
48.01511581,-21.61354691
47.830694,-21.19764241
47.31845355,-21.40686494
47.74554592,-22.54062922
47.98190979,-21.5180043
47.0491577,-19.15369609
48.13789564,-21.60728076
47.88038056,-21.8184167
47.6549206,-21.90517049
47.82417662,-21.81792975
47.09367934,-22.25766077
47.3638227,-22.21338582
47.33559364,-21.54981311
47.78373681,-21.80962605
47.68656829,-21.30757749
47.68542648,-22.5978744
47.14651869,-18.56711997
47.61293293,-22.02200219
47.32255237,-22.07880852
47.93992539,-21.45273409
47.6271906,-22.4135873
47.68905334,-22.53259751
47.81010873,-22.3305822
47.75993824,-21.20192014
48.11274643,-21.26389452
47.43626336,-21.21778091
47.16228007,-19.10845347
47.822301,-21.08341312
47.66870616,-21.82568011
47.99915539,-20.37648095
47.36083568,-20.20922689
48.57911311,-17.51341772
47.40194358,-21.87183521
47.70426548,-20.72985417
47.58727449,-21.05981918
47.37148208,-21.61462667
47.14396971,-21.17657709
48.04013457,-18.78829767
47.26325417,-21.00014551
47.79897728,-21.35483981
47.4501444,-20.38619285
47.63899398,-20.37116594
47.40259716,-21.52352379
47.5536002,-16.7570045
47.90640347,-20.41736221
47.64054569,-20.47543062
47.30716293,-21.04461887
47.5566088,-18.40724402
48.12880309,-21.19944027
46.99311024,-21.04858317
48.05351145,-21.91783457
47.85081309,-21.7191402
47.49693826,-22.13265051
47.78733681,-22.48149129
47.57907021,-21.71046098
47.7205804,-22.42550429
47.78898999,-22.35705541
47.02931624,-22.53559215
47.09593308,-19.4198865
48.58220983,-17.34878034
47.84365255,-22.04278467
48.15135323,-21.71739929
47.98422939,-22.21483744
47.90250294,-22.33916335
47.11000615,-22.329869
47.84400693,-21.35318238
47.47704927,-22.7343796
46.722564,-21.96419552
47.15960003,-21.8198262
47.03245825,-22.09013426
46.94408631,-22.16402716
46.94883072,-21.66176825
47.3771331,-22.50629683
48.04095094,-21.85583093
47.15996225,-21.41369243
47.39393826,-21.70124939
46.84559067,-22.34953989
47.32181624,-22.05717855
47.52648006,-21.259743
47.50412254,-21.11239228
47.46502583,-21.80928935
48.21222625,-21.13372983
48.53735206,-20.37098105
47.86339336,-22.11904772
47.93183735,-20.43178411
48.07204714,-20.44260686
47.95279391,-21.54289111
47.68264808,-20.96014492
48.43073409,-20.90065665
48.07401227,-20.87136503
44.6776721,-25.1334117
48.25248551,-20.73665258
47.95352332,-21.63260993
48.10147425,-20.34223195
47.9315215,-20.71448575
47.62794532,-21.91872595
47.89330648,-21.43705175
48.44812595,-20.44394066
48.30162077,-20.56977557
48.16563629,-20.73021207
48.04238558,-21.63114856
43.99723265,-24.27456409
47.82676695,-22.03612836
47.74706772,-22.24236612
47.74986401,-21.48439297
47.90227294,-20.6378069
47.70623012,-21.83833136
47.95769883,-15.77941228
47.95549555,-15.38222031
47.86715342,-16.02247322
47.59637712,-16.2518108
44.68822364,-24.00325998
47.72321753,-16.09581522
47.15925458,-16.411518
48.32587467,-15.62510544
47.47328406,-15.21503012
48.12140942,-15.43669258
47.82380313,-16.33701538
48.01288346,-15.47798443
47.69924548,-15.7750033
44.06931949,-23.888723
47.71331734,-16.03850357
44.55528459,-23.49111495
47.73826426,-15.06634051
48.15001458,-15.63224803
47.84073917,-16.2444102
48.14255959,-15.16023495
47.73921521,-16.12990278
48.09017917,-16.31168917
47.44742956,-16.24422684
47.44868796,-16.25263404
47.96734374,-16.32748137
48.2694161,-16.22859828
44.23321493,-23.8046454
48.09035899,-15.81804486
47.49374514,-15.4889804
47.31740026,-16.66593871
47.85396201,-15.88789497
47.16926581,-15.59653558
47.10865465,-16.73564023
47.68522248,-16.2662408
47.74388578,-15.89422336
49.06978572,-15.64192444
48.3064458,-15.43119062
48.721831,-16.23040011
49.10420398,-15.41766843
49.01415006,-15.76375799
49.06150257,-16.13801637
48.90575177,-15.58390044
48.25401389,-15.43233176
48.9687745,-17.90189246
48.88617581,-18.20106483
45.31929639,-25.22016432
48.78367879,-18.34272216
49.06505716,-17.93142872
49.03302971,-17.783039
49.28993702,-17.44462794
48.04361416,-20.78139955
48.33540864,-20.85432541
48.09983109,-20.76164525
47.80533363,-20.32461879
48.36631748,-21.10534558
47.91718899,-21.1525991
46.1416844,-25.0292076
46.41319641,-24.83132897
47.0310094,-19.1774843
48.27016547,-19.99531259
47.52887235,-20.67995466
48.45827746,-20.28337902
47.82814682,-20.24424477
47.31565446,-20.18694869
47.86897616,-20.94877451
47.49533535,-20.83663163
48.05127429,-20.40642317
47.98142972,-20.44307863
48.21318695,-20.29323251
45.97218183,-25.05612998
47.88730807,-19.83219528
47.69005939,-20.18484668
48.44625824,-20.02611716
48.21509897,-20.0876656
48.14976353,-20.18758964
48.11908617,-20.70868514
47.93090047,-20.50881177
47.63147879,-20.58129268
48.51363618,-20.17851541
47.92099531,-20.31481502
48.26454988,-21.34338766
48.3148142,-20.36069887
47.77579882,-21.9094102
47.61036996,-21.74324721
47.61786809,-22.77614434
47.4151426,-22.49662987
47.98260666,-22.17868643
47.99710537,-22.0011177
47.82401615,-22.84016284
47.57480736,-22.75188594
48.69348328,-18.29985351
47.81855718,-22.58260182
47.83893038,-22.54209015
48.0416547,-22.0685304
47.48604779,-22.02880053
47.32741124,-22.56572543
47.46623404,-22.48319221
47.47471312,-22.82224435
47.32020461,-22.33743652
47.71517975,-22.9238674
47.56822314,-22.55897221
48.82596929,-17.94339537
47.15958054,-22.36501227
47.60366854,-22.91253432
47.51953441,-22.54243811
48.10316371,-21.75521512
47.32675493,-22.62599471
47.43921489,-22.71526871
46.60916463,-15.48685145
45.84629324,-15.95640544
46.6693586,-16.08880904
48.13171373,-19.45300256
46.57444487,-15.95856973
46.57244267,-15.47345
46.94825985,-15.92809597
45.95035294,-16.04995645
46.881498,-15.36305014
45.90683126,-15.81934095
45.86805703,-15.88011882
45.95566347,-16.00748965
48.89889013,-19.2150021
46.07197741,-16.2588371
